id	gene	start	end	strand	name	cat	clr
slr0193	gene	2724648	2725103	+	RNA-binding protein	COG0724R	#C27E3A
slr0194	gene	2725326	2726033	+	ribose 5-phosphate isomerase	COG0120G	#FF5353
slr0195	gene	2726089	2726640	+	hypothetical protein	COG0823U	#4BFE78
slr0196	gene	2726778	2727059	+	unknown protein	-	#333333
slr0197	gene	2727047	2728708	+	competence protein	COG1502I	#FF3333
sll0185	gene	2728812	2730071	-	hypothetical protein	COG3330S	#C98767
slr0199	gene	2730688	2731563	+	hypothetical protein	COG0121R	#C27E3A
sll0184	gene	2731560	2732774	-	group2 RNA polymerase sigma factor SigC	COG0568K	#99CCFF
slr0201	gene	2733081	2733986	+	heterodisulfide reductase subunit B	COG2048C	#991616
ssl0353	gene	2734030	2734323	-	hypothetical protein	COG0762S	#C98767
sll0183	gene	2734522	2735301	-	hypothetical protein	COG1357S	#C98767
ssl0352	gene	2735422	2735598	-	hypothetical protein	-	#333333
sll0182	gene	2735806	2737791	-	ABC transporter ATP-binding protein	COG4178R	#C27E3A
sll0181	gene	2737929	2738552	-	unknown protein	-	#333333
ssl0350	gene	2738712	2738915	-	unknown protein	COG1598S	#C98767
sll0180	gene	2739149	2740654	-	hypothetical protein	COG1566V	#80B584
slr0204	gene	2740911	2741327	+	hypothetical protein YCF83	COG0824R	#C27E3A
sll0179	gene	2741674	2743125	-	glutamyl-tRNA synthetase	COG0008J	#0066FF
slr0207	gene	2743295	2744917	+	hypothetical protein	COG2187S	#C98767
slr0208	gene	2744987	2745766	+	hypothetical protein	COG0760O	#72FE95
ssr0330	gene	2745934	2746161	+	ferredoxin-thioredoxin reductase, variable chain	-	#333333
slr0209	gene	2746288	2747334	+	unknown protein	-	#333333
slr0210	gene	2747604	2748857	+	two-component sensor histidine kinase	COG0642T	#93BF96
ssr0332	gene	2748946	2749158	+	hypothetical protein	-	#333333
slr0211	gene	2749230	2750441	+	hypothetical protein	-	#333333
ssl0331	gene	2750577	2750816	-	hypothetical protein	COG0759S	#C98767
slr0212	gene	2751026	2754613	+	5-methyltetrahydrofolate--homocysteine methyltransferase	COG1410E	#FF7373
ssr0335	gene	2754641	2754850	+	unknown protein	NA	#333333
ssr0336	gene	2754850	2755086	+	hypothetical protein	COG1598S	#C98767
ssl0323	gene	2755182	2755400	-	unknown protein	NA	#333333
sll0178	gene	2755703	2759662	-	hypothetical protein	COG5635T	#93BF96
sll0888	gene	2759808	2760380	-	hypothetical protein	COG4636S	#C98767
ssr1513	gene	2760435	2760632	+	hypothetical protein	COG1410E	#FF7373
sll0887	gene	2760689	2762029	-	putative modulator of DNA gyrase; PmbA homolog	COG0312R	#C27E3A
sll0886	gene	2762114	2762953	-	hypothetical protein	COG4783R	#C27E3A
slr0895	gene	2763170	2763733	+	transcriptional regulator	COG1309K	#99CCFF
slr0896	gene	2763867	2765252	+	multi-drug efflux transporter	COG0534V	#80B584
slr0897	gene	2765554	2768766	+	probable endoglucanase	-	#333333
slr0898	gene	2769125	2770633	+	ferredoxin--nitrite reductase	COG0155P	#CC3333
slr0899	gene	2770857	2771306	+	cyanate lyase	COG1513P	#CC3333
slr0900	gene	2771322	2772494	+	molybdopterin biosynthesis MoeA protein	COG0303H	#FFA4A4
slr0901	gene	2772470	2773453	+	molybdopterin biosynthesis protein A	COG2896H	#FFA4A4
slr0902	gene	2773454	2774497	+	molybdenum cofactor biosynthesis protein C, fused to molybdopterin-guanine dinucleotide biosynthesis protein MobA	COG0315H	#FFA4A4
ssr1527	gene	2774481	2774726	+	probable molybdopterin [MPT] converting factor, subunit 1	COG1977H	#FFA4A4
slr0903	gene	2774732	2775169	+	molybdopterin (MPT) converting factor, subunit 2	COG0314H	#FFA4A4
ssr1528	gene	2775324	2775608	+	hypothetical protein	-	#333333
slr0904	gene	2775767	2777296	+	competence protein ComM homolog	COG0606O	#72FE95
slr0905	gene	2777447	2778946	+	Mg-protoporphyrin IX monomethyl ester oxidative cyclase	COG1032C	#991616
slr0906	gene	2779510	2781033	+	photosystem II core light harvesting protein	-	#333333
slr0907	gene	2781403	2784447	+	unknown protein	-	#333333
slr0909	gene	2784503	2785855	+	unknown protein	-	#333333
slr0912	gene	2785941	2786717	+	unknown protein	-	#333333
slr0913	gene	2786798	2788417	+	unknown protein	-	#333333
slr0914	gene	2788450	2790246	+	unknown protein	-	#333333
slr0915	gene	2791074	2791526	+	putative endonuclease [encoded in trnfM-intron: 2791054 - 2791708]	-	#333333
slr0917	gene	2791688	2793001	+	7-keto-8-aminopelargonic acid synthetase	COG0156H	#FFA4A4
slr0918	gene	2793159	2793920	+	methionine aminopeptidase	COG0024J	#0066FF
slr0919	gene	2793926	2794381	+	hypothetical protein	COG3011S	#C98767
slr0920	gene	2794431	2794880	+	mutator MutT protein	COG1051F	#FF8E8E
sll0892	gene	2794938	2795375	-	aspartate 1-decarboxylase	COG0853H	#FFA4A4
sll0891	gene	2795426	2796400	-	malate dehydrogenase	COG0039C	#991616
ssl1690	gene	2796438	2796656	-	hypothetical protein	-	#333333
slr0921	gene	2797039	2797425	+	hypothetical protein	-	#333333
slr0922	gene	2797422	2798006	+	peptidyl-tRNA hydrolase	COG0193J	#0066FF
slr0923	gene	2798072	2798410	+	hypothetical protein YCF65	-	#333333
slr0924	gene	2798745	2799473	+	periplasmic protein, function unknown	-	#333333
slr0559	gene	2799650	2801014	+	periplasmic binding protein of ABC transporter for natural amino acids	COG0683E	#FF7373
sll0556	gene	2801140	2803035	-	Na+/H+ antiporter	COG0025P	#CC3333
sll0555	gene	2803366	2804208	-	methionine aminopeptidase	COG0024J	#0066FF
sll0554	gene	2804228	2804584	-	ferredoxin-thioredoxin reductase, catalytic chain	COG4802C	#991616
sll0553	gene	2804655	2805575	-	hypothetical protein	COG0596R	#C27E3A
sll0552	gene	2805608	2806114	-	unknown protein	-	#333333
slr0565	gene	2806082	2807059	+	hypothetical protein	COG4243S	#C98767
sll0550	gene	2807211	2808932	-	flavoprotein	COG0426C	#991616
sll0549	gene	2809055	2809804	-	hypothetical protein	COG0613R	#C27E3A
slr0569	gene	2810100	2811593	+	unknown protein	COG1468L	#00FFFF
sll0547	gene	2811628	2812290	-	unknown protein	-	#333333
sll0546	gene	2812385	2812720	-	probable translation initiation factor	COG0023J	#0066FF
sll0545	gene	2812914	2813636	-	hypothetical protein	COG0671I	#FF3333
sll0544	gene	2813654	2814655	-	hypothetical protein	COG1466L	#00FFFF
ssl1047	gene	2814730	2814924	-	hypothetical protein	NA	#333333
slr0572	gene	2815069	2815509	+	unknown protein	-	#333333
sll0543	gene	2815567	2816013	-	hypothetical protein	-	#333333
ssl1046	gene	2816066	2816320	-	hypothetical protein	-	#333333
slr0573	gene	2816517	2816960	+	unknown protein	-	#333333
sgl0001	gene	2816991	2817110	-	hypothetical protein	COG2954S	#C98767
ssl1045	gene	2817226	2817453	-	hypothetical protein	COG2954S	#C98767
slr0574	gene	2817862	2819196	+	cytochrome P450	COG2124Q	#993366
slr0575	gene	2819323	2819877	+	hypothetical protein	-	#333333
sll0542	gene	2819894	2821855	-	acetyl-coenzyme A synthetase	COG0365I	#FF3333
slr0579	gene	2822101	2822454	+	unknown protein	-	#333333
sll0541	gene	2822579	2823535	-	acyl-lipid desaturase (delta 9)	COG1398I	#FF3333
slr0580	gene	2823646	2824893	+	aluminum resistance protein homolog	COG4100P	#CC3333
slr0581	gene	2825023	2825355	+	unknown protein	COG3895R	#C27E3A
slr0582	gene	2825331	2825711	+	unknown protein	-	#333333
sll0540	gene	2825718	2826641	-	phosphate-binding protein PstS homolog	COG0226P	#CC3333
sll0539	gene	2826754	2827947	-	unknown protein	-	#333333
slr0583	gene	2828140	2829072	+	similar to GDP-fucose synthetase	COG0451MG	#D568FD
slr0825	gene	2829098	2831011	+	probable peptidase	COG1506E	#FF7373
ssr1398	gene	2831106	2831303	+	50S ribosomal protein L33	COG0267J	#0066FF
ssr1399	gene	2831400	2831615	+	30S ribosomal protein S18	COG0238J	#0066FF
slr0827	gene	2831881	2833083	+	alanine racemase	COG0787M	#A6CAA9
slr0829	gene	2833378	2835867	+	unknown protein	COG3706T	#93BF96
sll0834	gene	2835816	2837510	-	low affinity sulfate transporter	COG0659P	#CC3333
sll0833	gene	2837795	2838910	-	probable oligopeptides ABC transporter permease protein	COG1173EP	#DBBFF7
sll0832	gene	2838924	2839379	-	hypothetical protein	COG0816L	#00FFFF
ssr1407	gene	2839623	2839904	+	hypothetical protein	-	#333333
slr0833	gene	2839957	2842575	+	replicative DNA helicase [Contains: Ssp dnaB intein]	COG0305L	#00FFFF
slr0835	gene	2842772	2843683	+	MoxR protein homolog	COG0714R	#C27E3A
slr0836	gene	2843714	2844742	+	dTDP-glucose 4,6-dehydratase	COG1088M	#A6CAA9
ssl1552	gene	2844809	2845072	-	unknown protein	-	#333333
sll0830	gene	2845180	2847189	-	elongation factor EF-G	COG0480J	#0066FF
slr0838	gene	2847323	2848348	+	phosphoribosyl formylglycinamidine cyclo-ligase	COG0150F	#FF8E8E
sll0829	gene	2848345	2848983	-	probable methyltransferase	COG2226H	#FFA4A4
slr0839	gene	2849096	2850259	+	ferrochelatase	COG0276H	#FFA4A4
sll0828	gene	2850331	2851851	-	putative amidase	COG0154J	#0066FF
sll0827	gene	2851854	2853344	-	hypothetical protein	-	#333333
slr0841	gene	2853611	2854486	+	periplasmic protein, function unknown	COG3187O	#72FE95
slr0842	gene	2854916	2856130	+	hypothetical protein	COG2200T	#93BF96
sll0825	gene	2856160	2857410	-	polyA polymerase	COG0617J	#0066FF
ssr1425	gene	2857507	2857755	+	hypothetical protein YCF34	-	#333333
slr0844	gene	2857874	2859919	+	NADH dehydrogenase subunit 5	COG1009CP	#FF86E3
ssl1533	gene	2860071	2860289	-	unknown protein	-	#333333
slr0845	gene	2860500	2861072	+	hypothetical protein	-	#333333
sll0823	gene	2861101	2861838	-	probable succinate dehydrogenase iron-sulfur protein	COG0479C	#991616
sll0822	gene	2862005	2862394	-	hypothetical protein	-	#333333
slr0846	gene	2862558	2863031	+	hypothetical protein	COG1959K	#99CCFF
sll0821	gene	2863093	2866923	-	phytochrome-like protein	COG2200T	#93BF96
slr0847	gene	2867372	2867851	+	phosphopantetheine adenylyltransferase	COG0669H	#FFA4A4
slr0848	gene	2867917	2868750	+	hypothetical protein	COG3599D	#59955C
slr0072	gene	2868767	2869561	+	glucose inhibited division protein B	COG0357M	#A6CAA9
slr0073	gene	2869752	2870699	+	two-component sensor histidine kinase	COG0643NT	#EAA6EA
sll0088	gene	2870696	2871418	-	hypothetical protein	COG2345K	#99CCFF
slr0074	gene	2871674	2873116	+	ABC transporter subunit	COG0719O	#72FE95
slr0075	gene	2873258	2874028	+	ABC transporter ATP-binding protein	COG0396O	#72FE95
slr0076	gene	2874164	2875525	+	hypothetical protein	COG0719O	#72FE95
slr0077	gene	2875593	2876855	+	cysteine desulfurase	COG0520E	#FF7373
sll0086	gene	2876845	2878035	-	putative arsenical pump-driving ATPase	COG0003P	#CC3333
sll0085	gene	2878078	2879289	-	unknown protein	-	#333333
sll0084	gene	2879286	2879771	-	putative phosphatase	COG0241E	#FF7373
sll0083	gene	2879965	2880549	-	phosphoheptose isomerase	COG0279G	#FF5353
slr0078	gene	2880766	2881155	+	putative 6-pyruvoyl tetrahydrobiopterin synthase	COG0720H	#FFA4A4
slr0079	gene	2881378	2883819	+	probable general secretion pathway protein E	COG2804NU	#FF97E8
sll0082	gene	2883920	2884276	-	hypothetical protein	-	#333333
slr0080	gene	2884357	2884839	+	ribonuclease H	COG0328L	#00FFFF
slr0081	gene	2885022	2885810	+	two-component response regulator OmpR subfamily	COG0745TK	#C4ABFE
slr0082	gene	2886182	2887513	+	hypothetical protein	COG0621J	#0066FF
slr0083	gene	2887644	2889122	+	RNA helicase Light	COG0513LKJ	#F206FF
sll0080	gene	2889265	2890320	-	N-acetyl-gamma-glutamyl-phosphate reductase	COG0002E	#FF7373
slr0084	gene	2890566	2891198	+	amidotransferase HisH	COG0118E	#FF7373
sll0078	gene	2891201	2893012	-	threonyl-tRNA synthetase	COG0441J	#0066FF
slr0086	gene	2893184	2894779	+	similar to DnaK protein	COG0443O	#72FE95
slr0088	gene	2894946	2896574	+	beta-carotene ketolase	COG1233Q	#993366
slr0089	gene	2896657	2897610	+	gamma-tocopherol methyltransferase	COG2226H	#FFA4A4
slr0090	gene	2897634	2898653	+	probable 4-hydroxyphenylpyruvate dioxygenase	COG3185ER	#B89AFE
slr0091	gene	2898710	2900080	+	aldehyde dehydrogenase	COG1012C	#991616
slr0092	gene	2900089	2900862	+	hypothetical protein	COG0463M	#A6CAA9
slr0093	gene	2900980	2901978	+	DnaJ protein, heat shock protein 40, molecular chaperone	COG0484O	#72FE95
slr0095	gene	2902007	2902669	+	O-methyltransferase	COG4122R	#C27E3A
slr0096	gene	2902831	2904501	+	low affinity sulfate transporter	COG0659P	#CC3333
slr0498	gene	2904618	2905235	+	unknown protein	-	#333333
ssr0854	gene	2905315	2905488	+	hypothetical protein	NA	#333333
sll0489	gene	2905482	2906510	-	ATP-binding protein of ABC transporter	COG1131V	#80B584
slr0500	gene	2906797	2907429	+	imidazoleglycerol-phosphate dehydratase	COG0131E	#FF7373
sll0488	gene	2907447	2908058	-	hypothetical protein	COG4636S	#C98767
sll0487	gene	2908175	2909383	-	hypothetical protein	COG2227H	#FFA4A4
sll0486	gene	2909493	2909801	-	circadian clock protein KaiB homolog	-	#333333
sll0485	gene	2909975	2910874	-	two-component response regulator NarL subfamily	COG2197TK	#C4ABFE
sll0484	gene	2911122	2911859	-	ATP-binding protein of ABC transporter	COG1136V	#80B584
slr0502	gene	2911990	2913048	+	cobalamin synthesis protein cobW homolog	COG0523R	#C27E3A
slr0503	gene	2913111	2914124	+	hypothetical protein YCF66	-	#333333
slr0505	gene	2914134	2914706	+	hypothetical protein	COG0823U	#4BFE78
slr0506	gene	2914828	2915796	+	light-dependent NADPH-protochlorophyllide oxidoreductase	COG4221R	#C27E3A
sll0482	gene	2915853	2917010	-	unknown protein	COG3675I	#FF3333
sll0481	gene	2916997	2917464	-	unknown protein	-	#333333
sll0480	gene	2917536	2918774	-	probable aminotransferase	COG0436E	#FF7373
slr0509	gene	2918957	2919574	+	hypothetical protein	COG0586S	#C98767
slr0510	gene	2919706	2921223	+	hypothetical protein	COG3264M	#A6CAA9
ssr0871	gene	2921446	2921604	+	putative transposase [ISY352e: 2921301 - 2921595, join 3108631 - 3109754]	COG5659L	#00FFFF
slr0511	gene	2921660	2922439	+	putative transposase [ISY523g: 2921593 - 2922457]	COG3293L	#00FFFF
sll0479	gene	2922907	2923359	-	unknown protein	COG0848U	#4BFE78
sll0478	gene	2923356	2923799	-	unknown protein	COG0848U	#4BFE78
sll0477	gene	2923803	2924567	-	putative biopolymer transport ExbB-like protein	COG0811U	#4BFE78
slr0513	gene	2924779	2925819	+	iron transport system substrate-binding protein, periplasmic protein	COG1840P	#CC3333
slr0514	gene	2925992	2926786	+	unknown protein	-	#333333
slr0516	gene	2926783	2927283	+	hypothetical protein	COG1357S	#C98767
sll0474	gene	2927280	2929700	-	two-component hybrid sensor and regulator	COG0642T	#93BF96
sll0473	gene	2929703	2930692	-	unknown protein	COG0715P	#CC3333
slr0517	gene	2930768	2931382	+	hypothetical protein	COG0456R	#C27E3A
slr0518	gene	2931476	2932009	+	similar to alpha-L-arabinofuranosidase B	-	#333333
slr0519	gene	2932238	2932513	+	hypothetical protein	COG1828F	#FF8E8E
slr0520	gene	2932510	2933184	+	phosphoribosyl formylglycinamidine synthase	COG0047F	#FF8E8E
slr0521	gene	2933159	2934172	+	unknown protein	-	#333333
slr0522	gene	2934430	2935320	+	unknown protein	-	#333333
sll0471	gene	2935471	2937525	-	hypothetical protein	-	#333333
sll0470	gene	2937748	2938308	-	hypothetical protein	-	#333333
sll0469	gene	2938630	2939631	-	ribose-phosphate pyrophosphokinase	COG0462FE	#FF7DFF
slr0523	gene	2939802	2940515	+	similar to dethiobiotin synthetase	COG0132H	#FFA4A4
sll0467	gene	2940566	2941666	-	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	COG0809J	#0066FF
sll0597	gene	2941756	2942883	-	hypothetical protein	COG0628R	#C27E3A
sll0596	gene	2943000	2943734	-	hypothetical protein	COG1402R	#C27E3A
sll0595	gene	2943770	2944201	-	unknown protein	-	#333333
sll0594	gene	2944272	2944889	-	transcriptional regulator	COG0664T	#93BF96
sll0593	gene	2945070	2946137	-	glucokinase	COG0837G	#FF5353
slr0615	gene	2946344	2948086	+	ATP-binding protein of ABC transporter	COG1132V	#80B584
slr0616	gene	2948563	2949819	+	unknown protein	COG2814G	#FF5353
ssr1038	gene	2950107	2950343	+	unknown protein	-	#333333
slr0617	gene	2951099	2952454	+	unknown protein	COG0038P	#CC3333
sll0590	gene	2952561	2954255	-	unknown protein	COG3264M	#A6CAA9
slr0618	gene	2954506	2956089	+	cobyric acid synthase	COG1492H	#FFA4A4
slr0619	gene	2956107	2957153	+	hypothetical protein	COG2159R	#C27E3A
ssr1041	gene	2957125	2957364	+	hypothetical protein	COG0633C	#991616
sll0588	gene	2957479	2957940	-	unknown protein	-	#333333
sll0587	gene	2958036	2959457	-	pyruvate kinase	COG0469G	#FF5353
sll0586	gene	2959530	2960756	-	hypothetical protein	COG2081R	#C27E3A
slr0623	gene	2961120	2961443	+	thioredoxin	COG3118O	#72FE95
sll0585	gene	2961619	2962572	-	hypothetical protein	COG4448E	#FF7373
sll0584	gene	2962706	2963227	-	hypothetical protein YCF36	-	#333333
slr0624	gene	2963397	2964512	+	UDP-N-acetylglucosamine 2-epimerase	COG0381M	#A6CAA9
slr0625	gene	2964570	2966033	+	hypothetical protein	COG0786E	#FF7373
sll0109	gene	2966154	2966537	-	chorismate mutase	COG4401E	#FF7373
slr0626	gene	2966735	2967931	+	probable glycosyltransferase	COG0463M	#A6CAA9
slr0099	gene	2968169	2969188	+	putative transposase [ISY352f(partial copy): 2968019 - 2969383]	COG5659L	#00FFFF
sll0108	gene	2969677	2971200	-	ammonium/methylammonium permease	COG0004P	#CC3333
sll0107	gene	2971475	2972023	-	KHG/KDPG aldolase	COG0800G	#FF5353
slr0103	gene	2972782	2973222	+	unknown protein	-	#333333
slr0104	gene	2973268	2975703	+	hypothetical protein	COG1480R	#C27E3A
sll0103	gene	2975741	2977003	-	hypothetical protein	COG2304R	#C27E3A
sll0102	gene	2977086	2978162	-	hypothetical protein	-	#333333
slr0105	gene	2978508	2979896	+	hypothetical protein	COG1192D	#59955C
slr0106	gene	2979896	2980600	+	unknown protein	-	#333333
sll0101	gene	2980659	2980967	-	unknown protein	-	#333333
sll0100	gene	2981009	2982190	-	N-acyl-L-amino acid amidohydrolase	COG1473R	#C27E3A
sll0099	gene	2982289	2983566	-	precorrin-6y C5, 15-methyltransferase (decarboxylating)	COG2241H	#FFA4A4
sll0098	gene	2983695	2984747	-	hypothetical protein	COG0820R	#C27E3A
slr0108	gene	2984985	2986241	+	unknown protein	-	#333333
slr0109	gene	2986238	2987194	+	unknown protein	COG0668M	#A6CAA9
sll0096	gene	2987263	2988609	-	hypothetical protein	COG0702MG	#D568FD
sll0095	gene	2988807	2990402	-	hypothetical protein	COG0661R	#C27E3A
sll0094	gene	2990525	2991898	-	two-component sensor histidine kinase	COG0642T	#93BF96
slr0110	gene	2992055	2992690	+	hypothetical protein	COG1192D	#59955C
slr0111	gene	2992802	2993323	+	unknown protein	-	#333333
slr0112	gene	2993505	2994062	+	unknown protein	-	#333333
slr0114	gene	2994185	2995717	+	putative PP2C-type protein phosphatase	COG2208TK	#C4ABFE
slr0115	gene	2995908	2996633	+	response regulator for energy transfer from phycobilisomes to photosystems	COG0745TK	#C4ABFE
slr0116	gene	2996695	2997441	+	phycocyanobilin:ferredoxin oxidoreductase	-	#333333
ssl0172	gene	2997811	2998080	-	putative transposase [ISY391c: 2997600 - 2998989]	COG5659L	#00FFFF
sll0092	gene	2998239	2998925	-	putative transposase [ISY391c: 2997600 - 2998989]	COG5659L	#00FFFF
slr0118	gene	2999181	3000560	+	thiamine biosynthesis protein ThiC	COG0422H	#FFA4A4
slr0119	gene	3000786	3001742	+	hypothetical protein	COG1295S	#C98767
slr0120	gene	3002075	3002797	+	probable tRNA/rRNA methyltransferase	COG0565J	#0066FF
slr0121	gene	3002966	3004453	+	hypothetical protein	COG2367V	#80B584
sll0290	gene	3004454	3006640	-	polyphosphate kinase	COG0855P	#CC3333
ssl0546	gene	3007280	3007573	-	septum site-determining protein MinE	COG0851D	#59955C
sll0289	gene	3007631	3008431	-	septum site-determining protein MinD	COG2894D	#59955C
sll0288	gene	3008508	3009251	-	septum site-determining protein MinC	COG0850D	#59955C
slr0298	gene	3009463	3010095	+	FraH protein homolog	COG1716T	#93BF96
slr0299	gene	3010157	3010864	+	hypothetical protein	COG4845V	#80B584
slr0300	gene	3010840	3011424	+	hypothetical protein	COG4636S	#C98767
slr0301	gene	3011672	3014128	+	phosphoenolpyruvate synthase	COG0574G	#FF5353
slr0302	gene	3014390	3016696	+	unknown protein	COG2199T	#93BF96
slr0303	gene	3017183	3018151	+	hypothetical protein	COG2226H	#FFA4A4
slr0304	gene	3018204	3019214	+	hypothetical protein	COG0535R	#C27E3A
slr0305	gene	3019261	3019890	+	hypothetical protein	COG0398S	#C98767
slr0306	gene	3020301	3021821	+	unknown protein	COG0737F	#FF8E8E
sll0286	gene	3021893	3022408	-	hypothetical protein YCF52	COG0456R	#C27E3A
sll0284	gene	3022532	3024271	-	hypothetical protein	COG0433R	#C27E3A
sll0283	gene	3024508	3025746	-	hypothetical protein	COG4026R	#C27E3A
slr0309	gene	3026236	3027657	+	probable methyltransferase	COG1032C	#991616
sll0282	gene	3028501	3029481	-	unknown protein	-	#333333
sll0281	gene	3029483	3030655	-	unknown protein	-	#333333
sll0280	gene	3030725	3031828	-	unknown protein	-	#333333
ssr0511	gene	3032223	3032480	+	unknown protein	NA	#333333
slr0311	gene	3032496	3034775	+	two-component sensor histidine kinase	COG4585T	#93BF96
slr0312	gene	3034783	3035412	+	two-component response regulator NarL subfamily	COG2197TK	#C4ABFE
slr0313	gene	3035634	3036191	+	hypothetical protein	COG1651O	#72FE95
slr0314	gene	3036234	3037064	+	non-heme chloroperoxidase	COG0596R	#C27E3A
slr0315	gene	3037310	3038044	+	probable oxidoreductase	COG4221R	#C27E3A
slr0316	gene	3038375	3039166	+	hypothetical protein	-	#333333
ssr0515	gene	3039298	3039597	+	hypothetical protein	NA	#333333
slr0317	gene	3039858	3040721	+	hypothetical protein	COG0702MG	#D568FD
slr0318	gene	3040804	3041415	+	unknown protein	COG0251J	#0066FF
slr0319	gene	3041494	3042408	+	beta-lactamase	COG2602V	#80B584
ssl0511	gene	3042487	3042672	-	hypothetical protein	-	#333333
slr0786	gene	3042789	3043613	+	methionine aminopeptidase	COG0024J	#0066FF
sll0800	gene	3043528	3043926	-	hypothetical protein	COG5464S	#C98767
ssl1493	gene	3044419	3044655	-	unknown protein	NA	#333333
slr0787	gene	3044833	3045852	+	hypothetical protein	COG1056H	#FFA4A4
slr0788	gene	3045877	3047265	+	similar to pre-B cell enhancing factor	COG1488H	#FFA4A4
slr0789	gene	3047714	3048271	+	hypothetical protein	COG3448T	#93BF96
slr0790	gene	3048285	3048635	+	similar to ultraviolet light resistance protein B	COG0389L	#00FFFF
sll0798	gene	3048902	3050266	-	Ni(II)-sensor and/or redox sensor, two-component sensor histidine kinase	COG0642T	#93BF96
sll0797	gene	3050263	3050967	-	redox-responsive and/or Ni(II)-responsive regulator, two-component response regulator OmpR subfamily	COG0745TK	#C4ABFE
slr0793	gene	3051086	3051733	+	cation efflux system protein involved in nickel and cobalt tolerance	COG0845M	#A6CAA9
slr0794	gene	3051772	3054936	+	cation efflux system protein involved in nickel and cobalt tolerance	COG3696P	#CC3333
slr0795	gene	3054872	3055699	+	cation efflux system protein involved in nickel and cobalt tolerance	COG4678G	#FF5353
slr0796	gene	3055814	3057151	+	nickel permease involved in nickel and cobalt tolerance	COG2814G	#FF5353
sll0794	gene	3057217	3058329	-	cobalt-dependent transcriptional regulator	COG2082H	#FFA4A4
slr0797	gene	3058411	3060339	+	cobalt-transporting P-type ATPase (cobalt efflux pump) involved in cobalt tolerance	COG2217P	#CC3333
sll0793	gene	3060469	3060795	-	hypothetical protein	COG1742S	#C98767
sll0792	gene	3060807	3061205	-	Zinc-responsive repressor ZiaR	COG0640K	#99CCFF
slr0798	gene	3061357	3063522	+	zinc-transporting P-type ATPase (zinc efflux pump) involved in zinc tolerance	COG2217P	#CC3333
sll0790	gene	3063549	3064925	-	two-component sensor histidine kinase	COG0642T	#93BF96
sll0789	gene	3064912	3065610	-	two-component response regulator OmpR subfamily	COG0745TK	#C4ABFE
sll0788	gene	3065617	3066207	-	hypothetical protein	COG3544S	#C98767
slr0799	gene	3066429	3066752	+	putative transposase [ISY802c: 3066278 - 3067184]	COG3293L	#00FFFF
slr0800	gene	3066749	3067177	+	putative transposase [ISY802c: 3066278 - 3067184]	COG3293L	#00FFFF
ssl1464	gene	3067358	3067648	-	unknown protein	-	#333333
sll0787	gene	3067652	3068620	-	hypothetical protein	COG2144R	#C27E3A
sll0786	gene	3068630	3069208	-	unknown protein	-	#333333
sll0785	gene	3069162	3070250	-	unknown protein	COG2516R	#C27E3A
sll0784	gene	3070281	3071321	-	nitrilase	COG0388R	#C27E3A
sll0783	gene	3071459	3071941	-	unknown protein	-	#333333
slr0801	gene	3072406	3073656	+	hypothetical protein	COG2072P	#CC3333
sll0782	gene	3073629	3074738	-	transcriptional regulator	COG2197TK	#C4ABFE
sll0781	gene	3075110	3075577	-	hypothetical protein	COG3558S	#C98767
sll0780	gene	3075546	3075848	-	unknown protein	-	#333333
sll0779	gene	3075896	3078550	-	unknown protein	COG3706T	#93BF96
sll0778	gene	3078838	3081210	-	ABC transporter, ATP-binding protein	COG1131V	#80B584
sll0777	gene	3081264	3082181	-	putative carboxypeptidase	COG1876M	#A6CAA9
sll0776	gene	3082151	3083668	-	serine/threonine kinase	COG0515RTKL	#FF79E1
sll0775	gene	3083746	3084123	-	unknown protein	-	#333333
ssr1169	gene	3084421	3084585	+	stress induced hydrophobic peptide homolog	COG0401S	#C98767
slr0697	gene	3084677	3088435	+	5-oxoprolinase homolog	COG0146EQ	#FFA8FF
slr0698	gene	3088419	3088883	+	hypothetical protein	COG2954S	#C98767
slr0699	gene	3089093	3089515	+	unknown protein	-	#333333
slr0700	gene	3089656	3091014	+	probable amino acid permease	COG0531E	#FF7373
slr0701	gene	3091244	3091657	+	transcriptional regulator	COG0789K	#99CCFF
slr0702	gene	3091764	3093017	+	unknown protein	-	#333333
sll0678	gene	3093408	3093845	-	hypothetical protein	-	#333333
sll0677	gene	3093908	3094693	-	putative transposase [ISY523h: 3093889 - 3094759]	COG3293L	#00FFFF
ssl1277	gene	3094773	3094970	-	putative transposase	COG3328L	#00FFFF
sll0676	gene	3095044	3095586	-	hypothetical protein	-	#333333
ssr1175	gene	3096048	3096332	+	putative transposase [ISY100v: 3095975 - 3096319, join 3097194 - 3097362, join 3098314 - 3098743]	COG3415L	#00FFFF
slr0703	gene	3096388	3097173	+	putative transposase [ISY523i: 3096320 - 3097190]	COG3293L	#00FFFF
smr0002	gene	3097275	3097379	+	putative transposase [ISY100v: 3095975 - 3096319, join 3097194 - 3097362, join 3098314 - 3098743]	-	#333333
slr0704	gene	3097436	3098284	+	putative transposase [ISY100g: 3097363 - 3098309]	COG3335L	#00FFFF
ssr1176	gene	3098425	3098718	+	putative transposase [ISY100v: 3095975 - 3096319, join 3097194 - 3097362, join 3098314 - 3098743]	COG3335L	#00FFFF
sll0672	gene	3098729	3101566	-	cation-transporting p-type ATPase PacL	COG0474P	#CC3333
