id	gene	start	end	strand	name	cat	clr
sll0454	gene	2629271	2630266	-	phenylalanyl-tRNA synthetase alpha chain	Translation	#00bfff
sll0691	gene	2630469	2631071	-	hypothetical protein	hypothetical protein	#9966CC
sll0690	gene	2631207	2631608	-	probable transcription regulator	Regulatory functions	#ffd700
ssl1300	gene	2631611	2631868	-	hypothetical protein	hypothetical protein	#9966CC
sll0689	gene	2632124	2633509	-	Na+/H+ antiporter	Transport and binding proteins	#00ff00
sll0688	gene	2633852	2634655	-	unknown protein	unknown	#CC9999
sll0687	gene	2634660	2635217	-	RNA polymerase ECF-type (group 3) sigma factor	Transcription	#8470ff
sll0686	gene	2635219	2636046	-	probable cytochrome c-type biogenesis protein	Other categories	#000000
sll0685	gene	2636236	2636724	-	hypothetical protein	hypothetical protein	#9966CC
sll0684	gene	2636828	2637628	-	phosphate transport ATP-binding protein PstB homolog	Transport and binding proteins	#00ff00
sll0683	gene	2637743	2638552	-	phosphate transport ATP-binding protein PstB homolog	Transport and binding proteins	#00ff00
sll0682	gene	2638578	2639441	-	phosphate transport system permease protein PstA homolog	Transport and binding proteins	#00ff00
sll0681	gene	2639627	2640580	-	phosphate transport system permease protein PstC homolog	Transport and binding proteins	#00ff00
sll0680	gene	2640662	2641813	-	phosphate-binding periplasmic protein precursor (PBP)	Transport and binding proteins	#00ff00
sll0679	gene	2642135	2643145	-	periplasmic phosphate-binding protein of ABC transporter	Transport and binding proteins	#00ff00
slr0719	gene	2643403	2644569	+	unknown protein	unknown	#CC9999
slr0628	gene	2644795	2645097	+	30S ribosomal protein S14	Translation	#00bfff
sll0617	gene	2645271	2646074	-	plasma membrane protein essential for thylakoid formation	Not curated completely	#9900CC
ssr1049	gene	2646301	2646522	+	unknown protein	unknown	#CC9999
slr0630	gene	2646623	2647282	+	hypothetical protein	hypothetical protein	#9966CC
sll0616	gene	2647386	2650184	-	preprotein translocase SecA subunit	Cellular processes	#ffff00
sll0615	gene	2650377	2650997	-	hypothetical protein	hypothetical protein	#9966CC
sll0614	gene	2651440	2651838	-	unknown protein	unknown	#CC9999
sll0613	gene	2651866	2652951	-	Holliday junction DNA helicase RuvB	Not curated completely	#9900CC
slr0633	gene	2653153	2655123	+	thiamine biosynthesis protein ThiG	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0634	gene	2655459	2656037	+	unknown protein	unknown	#CC9999
slr0635	gene	2656139	2657077	+	hypothetical protein	hypothetical protein	#9966CC
sll0611	gene	2657148	2657594	-	hypothetical protein	hypothetical protein	#9966CC
slr0636	gene	2657850	2658632	+	probable cobalamin [5'-phosphate] synthase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
smr0015	gene	2658738	2658941	+	hypothetical protein	hypothetical protein	#9966CC
slr0637	gene	2659080	2659865	+	hypothetical protein	hypothetical protein	#9966CC
slr0638	gene	2659905	2660804	+	glycyl-tRNA synthetase alpha chain	Translation	#00bfff
slr0639	gene	2660854	2661744	+	mechanosensitive ion channel homolog	Transport and binding proteins	#00ff00
slr0640	gene	2661959	2663284	+	two-component sensor histidine kinase	Regulatory functions	#ffd700
sll0609	gene	2663366	2663686	-	hypothetical protein	hypothetical protein	#9966CC
sll0608	gene	2663686	2664000	-	hypothetical protein YCF49	hypothetical protein	#9966CC
slr0642	gene	2664403	2665887	+	hypothetical protein	hypothetical protein	#9966CC
slr0643	gene	2666040	2667521	+	hypothetical protein	hypothetical protein	#9966CC
sll0606	gene	2667542	2668972	-	hypothetical protein	hypothetical protein	#9966CC
slr0644	gene	2669089	2670156	+	nitrogen regulation protein NifR3 homolog	Amino acid biosynthesis	#a52a2a
sll0603	gene	2670115	2671902	-	menaquinone biosynthesis protein MenD	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0602	gene	2671895	2673970	-	hypothetical protein	hypothetical protein	#9966CC
slr0645	gene	2674101	2674721	+	hypothetical protein	hypothetical protein	#9966CC
slr0646	gene	2674736	2676196	+	probable D-alanyl-D-alanine carboxypeptidase	Cell envelope	#fa8072
sll0601	gene	2676937	2677755	-	nitrilase homolog	Amino acid biosynthesis	#a52a2a
slr0649	gene	2678140	2679738	+	methionyl-tRNA synthetase	Translation	#00bfff
slr0650	gene	2679884	2680489	+	hypothetical protein	hypothetical protein	#9966CC
sll0398	gene	2680550	2681872	-	deoxyguanosinetriphosphate triphosphohydrolase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
sll0397	gene	2681894	2682547	-	hypothetical protein	hypothetical protein	#9966CC
sll0396	gene	2682552	2683226	-	two-component response regulator OmpR subfamily	Regulatory functions	#ffd700
sll0395	gene	2683443	2684081	-	phosphoglycerate mutase	Other categories	#000000
sll0394	gene	2684198	2684824	-	unknown protein	unknown	#CC9999
ssr0680	gene	2684766	2684990	+	unknown protein	unknown	#CC9999
slr0415	gene	2684959	2687055	+	Na+/H+ antiporter	Transport and binding proteins	#00ff00
slr0416	gene	2687109	2687549	+	unknown protein	unknown	#CC9999
slr0417	gene	2687952	2690534	+	DNA gyrase subunit A	Not curated completely	#9900CC
slr0418	gene	2690534	2691445	+	putative transcripton factor DevT homolog	Regulatory functions	#ffd700
sll0385	gene	2691528	2692382	-	ATP-binding protein of ABC transporter	Transport and binding proteins	#00ff00
sll0384	gene	2692304	2693077	-	unknown protein	unknown	#CC9999
sll0383	gene	2693080	2693724	-	cobalamin biosynthesis protein M	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0382	gene	2693725	2694255	-	hypothetical protein	hypothetical protein	#9966CC
sll0381	gene	2694261	2695145	-	hypothetical protein	hypothetical protein	#9966CC
ssr0692	gene	2695620	2695775	+	hypothetical protein	hypothetical protein	#9966CC
ssl0750	gene	2696125	2696406	-	unknown protein	unknown	#CC9999
ssr0693	gene	2696549	2696836	+	unknown protein	unknown	#CC9999
sll0380	gene	2697151	2698248	-	probable glycosyltransferase	Cell envelope	#fa8072
sll0379	gene	2698258	2699145	-	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine o-acyltransferase	Cell envelope	#fa8072
slr0420	gene	2699172	2699855	+	hypothetical protein	hypothetical protein	#9966CC
slr0421	gene	2700069	2700818	+	unknown protein	unknown	#CC9999
sll0378	gene	2700944	2701735	-	uroporphyrin-III C-methyltransferase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0377	gene	2701931	2705419	-	transcription-repair coupling factor	Not curated completely	#9900CC
sll0376	gene	2705678	2705983	-	unknown protein	unknown	#CC9999
sll0375	gene	2706534	2706953	-	unknown protein	unknown	#CC9999
slr0423	gene	2707015	2707698	+	hypothetical protein	hypothetical protein	#9966CC
ssr0706	gene	2707996	2708175	+	unknown protein	unknown	#CC9999
sll0374	gene	2708257	2709006	-	urea transport system ATP-binding protein	Transport and binding proteins	#00ff00
sll0373	gene	2709084	2710385	-	gamma-glutamyl phosphate reductase	Amino acid biosynthesis	#a52a2a
sll0372	gene	2710511	2711107	-	hypothetical protein	hypothetical protein	#9966CC
ssl0739	gene	2711243	2711422	-	hypothetical protein	hypothetical protein	#9966CC
ssl0738	gene	2711419	2711637	-	unknown protein	unknown	#CC9999
sll0371	gene	2711740	2713305	-	unknown protein	unknown	#CC9999
sll0370	gene	2713371	2716688	-	carbamoyl-phosphate synthase, pyrimidine-specific, large chain	Energy metabolism	#ff0000
sll0369	gene	2716735	2717163	-	unknown protein	unknown	#CC9999
sll0368	gene	2717177	2717713	-	uracil phosphoribosyltransferase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
slr0426	gene	2718050	2718754	+	GTP cyclohydrolase I	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0427	gene	2718963	2720213	+	putative competence-damage protein	Cellular processes	#ffff00
sll0189	gene	2720250	2720702	-	hypothetical protein	hypothetical protein	#9966CC
sll0188	gene	2720729	2722234	-	unknown protein	unknown	#CC9999
slr0191	gene	2722431	2724038	+	amidase enhancer, periplasmic protein	Cell envelope	#fa8072
slr0192	gene	2724075	2724419	+	hypothetical protein	hypothetical protein	#9966CC
slr0193	gene	2724648	2725103	+	RNA-binding protein	Translation	#00bfff
slr0194	gene	2725326	2726033	+	ribose 5-phosphate isomerase	Energy metabolism	#ff0000
slr0195	gene	2726089	2726640	+	hypothetical protein	hypothetical protein	#9966CC
slr0196	gene	2726778	2727059	+	unknown protein	unknown	#CC9999
slr0197	gene	2727047	2728708	+	competence protein	Not curated completely	#9900CC
sll0185	gene	2728812	2730071	-	hypothetical protein	hypothetical protein	#9966CC
slr0199	gene	2730688	2731563	+	hypothetical protein	hypothetical protein	#9966CC
sll0184	gene	2731560	2732774	-	group2 RNA polymerase sigma factor SigC	Transcription	#8470ff
slr0201	gene	2733081	2733986	+	heterodisulfide reductase subunit B	Other categories	#000000
ssl0353	gene	2734030	2734323	-	hypothetical protein	hypothetical protein	#9966CC
sll0183	gene	2734522	2735301	-	hypothetical protein	hypothetical protein	#9966CC
ssl0352	gene	2735422	2735598	-	hypothetical protein	hypothetical protein	#9966CC
sll0182	gene	2735806	2737791	-	ABC transporter ATP-binding protein	Transport and binding proteins	#00ff00
sll0181	gene	2737929	2738552	-	unknown protein	unknown	#CC9999
ssl0350	gene	2738712	2738915	-	unknown protein	unknown	#CC9999
sll0180	gene	2739149	2740654	-	hypothetical protein	hypothetical protein	#9966CC
slr0204	gene	2740911	2741327	+	hypothetical protein YCF83	hypothetical protein	#9966CC
sll0179	gene	2741674	2743125	-	glutamyl-tRNA synthetase	Translation	#00bfff
slr0207	gene	2743295	2744917	+	hypothetical protein	hypothetical protein	#9966CC
slr0208	gene	2744987	2745766	+	hypothetical protein	hypothetical protein	#9966CC
ssr0330	gene	2745934	2746161	+	ferredoxin-thioredoxin reductase, variable chain	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0209	gene	2746288	2747334	+	unknown protein	unknown	#CC9999
slr0210	gene	2747604	2748857	+	two-component sensor histidine kinase	Regulatory functions	#ffd700
ssr0332	gene	2748946	2749158	+	hypothetical protein	hypothetical protein	#9966CC
slr0211	gene	2749230	2750441	+	hypothetical protein	hypothetical protein	#9966CC
ssl0331	gene	2750577	2750816	-	hypothetical protein	hypothetical protein	#9966CC
slr0212	gene	2751026	2754613	+	5-methyltetrahydrofolate--homocysteine methyltransferase	Amino acid biosynthesis	#a52a2a
ssr0335	gene	2754641	2754850	+	unknown protein	unknown	#CC9999
ssr0336	gene	2754850	2755086	+	hypothetical protein	hypothetical protein	#9966CC
ssl0323	gene	2755182	2755400	-	unknown protein	unknown	#CC9999
sll0178	gene	2755703	2759662	-	hypothetical protein	hypothetical protein	#9966CC
sll0888	gene	2759808	2760380	-	hypothetical protein	hypothetical protein	#9966CC
ssr1513	gene	2760435	2760632	+	hypothetical protein	hypothetical protein	#9966CC
sll0887	gene	2760689	2762029	-	putative modulator of DNA gyrase; PmbA homolog	Putative	#CC99FF
sll0886	gene	2762114	2762953	-	hypothetical protein	hypothetical protein	#9966CC
slr0895	gene	2763170	2763733	+	transcriptional regulator	Regulatory functions	#ffd700
slr0896	gene	2763867	2765252	+	multi-drug efflux transporter	Transport and binding proteins	#00ff00
slr0897	gene	2765554	2768766	+	probable endoglucanase	Central intermediary metabolism	#006400
slr0898	gene	2769125	2770633	+	ferredoxin--nitrite reductase	Amino acid biosynthesis	#a52a2a
slr0899	gene	2770857	2771306	+	cyanate lyase	Amino acid biosynthesis	#a52a2a
slr0900	gene	2771322	2772494	+	molybdopterin biosynthesis MoeA protein	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0901	gene	2772470	2773453	+	molybdopterin biosynthesis protein A	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0902	gene	2773454	2774497	+	molybdenum cofactor biosynthesis protein C, fused to molybdopterin-guanine dinucleotide biosynthesis protein MobA	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
ssr1527	gene	2774481	2774726	+	probable molybdopterin [MPT] converting factor, subunit 1	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0903	gene	2774732	2775169	+	molybdopterin (MPT) converting factor, subunit 2	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
ssr1528	gene	2775324	2775608	+	hypothetical protein	hypothetical protein	#9966CC
slr0904	gene	2775767	2777296	+	competence protein ComM homolog	Cellular processes	#ffff00
slr0905	gene	2777447	2778946	+	Mg-protoporphyrin IX monomethyl ester oxidative cyclase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0906	gene	2779510	2781033	+	photosystem II core light harvesting protein	Photosynthesis and respiration	#6b8e23
slr0907	gene	2781403	2784447	+	unknown protein	unknown	#CC9999
slr0909	gene	2784503	2785855	+	unknown protein	unknown	#CC9999
slr0912	gene	2785941	2786717	+	unknown protein	unknown	#CC9999
slr0913	gene	2786798	2788417	+	unknown protein	unknown	#CC9999
slr0914	gene	2788450	2790246	+	unknown protein	unknown	#CC9999
slr0915	gene	2791074	2791526	+	putative endonuclease [encoded in trnfM-intron	Putative	#CC99FF
slr0917	gene	2791688	2793001	+	7-keto-8-aminopelargonic acid synthetase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0918	gene	2793159	2793920	+	methionine aminopeptidase	Translation	#00bfff
slr0919	gene	2793926	2794381	+	hypothetical protein	hypothetical protein	#9966CC
slr0920	gene	2794431	2794880	+	mutator MutT protein	Not curated completely	#9900CC
sll0892	gene	2794938	2795375	-	aspartate 1-decarboxylase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0891	gene	2795426	2796400	-	malate dehydrogenase	Energy metabolism	#ff0000
ssl1690	gene	2796438	2796656	-	hypothetical protein	hypothetical protein	#9966CC
slr0921	gene	2797039	2797425	+	hypothetical protein	hypothetical protein	#9966CC
slr0922	gene	2797422	2798006	+	peptidyl-tRNA hydrolase	Translation	#00bfff
slr0923	gene	2798072	2798410	+	hypothetical protein YCF65	hypothetical protein	#9966CC
slr0924	gene	2798745	2799473	+	periplasmic protein, function unknown	function unknown	#999999
slr0559	gene	2799650	2801014	+	periplasmic binding protein of ABC transporter for natural amino acids	Transport and binding proteins	#00ff00
sll0556	gene	2801140	2803035	-	Na+/H+ antiporter	Transport and binding proteins	#00ff00
sll0555	gene	2803366	2804208	-	methionine aminopeptidase	Translation	#00bfff
sll0554	gene	2804228	2804584	-	ferredoxin-thioredoxin reductase, catalytic chain	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0553	gene	2804655	2805575	-	hypothetical protein	hypothetical protein	#9966CC
sll0552	gene	2805608	2806114	-	unknown protein	unknown	#CC9999
slr0565	gene	2806082	2807059	+	hypothetical protein	hypothetical protein	#9966CC
sll0550	gene	2807211	2808932	-	flavoprotein	Other categories	#000000
sll0549	gene	2809055	2809804	-	hypothetical protein	hypothetical protein	#9966CC
slr0569	gene	2810100	2811593	+	unknown protein	unknown	#CC9999
sll0547	gene	2811628	2812290	-	unknown protein	unknown	#CC9999
sll0546	gene	2812385	2812720	-	probable translation initiation factor	Translation	#00bfff
sll0545	gene	2812914	2813636	-	hypothetical protein	hypothetical protein	#9966CC
sll0544	gene	2813654	2814655	-	hypothetical protein	hypothetical protein	#9966CC
ssl1047	gene	2814730	2814924	-	hypothetical protein	hypothetical protein	#9966CC
slr0572	gene	2815069	2815509	+	unknown protein	unknown	#CC9999
sll0543	gene	2815567	2816013	-	hypothetical protein	hypothetical protein	#9966CC
ssl1046	gene	2816066	2816320	-	hypothetical protein	hypothetical protein	#9966CC
slr0573	gene	2816517	2816960	+	unknown protein	unknown	#CC9999
sgl0001	gene	2816991	2817110	-	hypothetical protein	hypothetical protein	#9966CC
ssl1045	gene	2817226	2817453	-	hypothetical protein	hypothetical protein	#9966CC
slr0574	gene	2817862	2819196	+	cytochrome P450	Fatty acid, phospholipid and sterol metabolism	#008b8b
slr0575	gene	2819323	2819877	+	hypothetical protein	hypothetical protein	#9966CC
sll0542	gene	2819894	2821855	-	acetyl-coenzyme A synthetase	Energy metabolism	#ff0000
slr0579	gene	2822101	2822454	+	unknown protein	unknown	#CC9999
sll0541	gene	2822579	2823535	-	acyl-lipid desaturase (delta 9)	Fatty acid, phospholipid and sterol metabolism	#008b8b
slr0580	gene	2823646	2824893	+	aluminum resistance protein homolog	Other categories	#000000
slr0581	gene	2825023	2825355	+	unknown protein	unknown	#CC9999
slr0582	gene	2825331	2825711	+	unknown protein	unknown	#CC9999
sll0540	gene	2825718	2826641	-	phosphate-binding protein PstS homolog	Transport and binding proteins	#00ff00
sll0539	gene	2826754	2827947	-	unknown protein	unknown	#CC9999
slr0583	gene	2828140	2829072	+	similar to GDP-fucose synthetase	Cell envelope	#fa8072
slr0825	gene	2829098	2831011	+	probable peptidase	Other categories	#000000
ssr1398	gene	2831106	2831303	+	50S ribosomal protein L33	Translation	#00bfff
ssr1399	gene	2831400	2831615	+	30S ribosomal protein S18	Translation	#00bfff
slr0827	gene	2831881	2833083	+	alanine racemase	Cell envelope	#fa8072
slr0829	gene	2833378	2835867	+	unknown protein	unknown	#CC9999
sll0834	gene	2835816	2837510	-	low affinity sulfate transporter	Transport and binding proteins	#00ff00
sll0833	gene	2837795	2838910	-	probable oligopeptides ABC transporter permease protein	Transport and binding proteins	#00ff00
sll0832	gene	2838924	2839379	-	hypothetical protein	hypothetical protein	#9966CC
ssr1407	gene	2839623	2839904	+	hypothetical protein	hypothetical protein	#9966CC
slr0833	gene	2839957	2842575	+	replicative DNA helicase [Contains	Not curated completely	#9900CC
slr0835	gene	2842772	2843683	+	MoxR protein homolog	Regulatory functions	#ffd700
slr0836	gene	2843714	2844742	+	dTDP-glucose 4,6-dehydratase	Cell envelope	#fa8072
ssl1552	gene	2844809	2845072	-	unknown protein	unknown	#CC9999
sll0830	gene	2845180	2847189	-	elongation factor EF-G	Translation	#00bfff
slr0838	gene	2847323	2848348	+	phosphoribosyl formylglycinamidine cyclo-ligase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
sll0829	gene	2848345	2848983	-	probable methyltransferase	Other categories	#000000
slr0839	gene	2849096	2850259	+	ferrochelatase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0828	gene	2850331	2851851	-	putative amidase	Cell envelope	#fa8072
sll0827	gene	2851854	2853344	-	hypothetical protein	hypothetical protein	#9966CC
slr0841	gene	2853611	2854486	+	periplasmic protein, function unknown	function unknown	#999999
slr0842	gene	2854916	2856130	+	hypothetical protein	hypothetical protein	#9966CC
sll0825	gene	2856160	2857410	-	polyA polymerase	Translation	#00bfff
ssr1425	gene	2857507	2857755	+	hypothetical protein YCF34	hypothetical protein	#9966CC
slr0844	gene	2857874	2859919	+	NADH dehydrogenase subunit 5	Photosynthesis and respiration	#6b8e23
ssl1533	gene	2860071	2860289	-	unknown protein	unknown	#CC9999
slr0845	gene	2860500	2861072	+	hypothetical protein	hypothetical protein	#9966CC
sll0823	gene	2861101	2861838	-	probable succinate dehydrogenase iron-sulfur protein	Energy metabolism	#ff0000
sll0822	gene	2862005	2862394	-	hypothetical protein	hypothetical protein	#9966CC
slr0846	gene	2862558	2863031	+	hypothetical protein	hypothetical protein	#9966CC
sll0821	gene	2863093	2866923	-	phytochrome-like protein	Not curated completely	#9900CC
slr0847	gene	2867372	2867851	+	phosphopantetheine adenylyltransferase	Cell envelope	#fa8072
slr0848	gene	2867917	2868750	+	hypothetical protein	hypothetical protein	#9966CC
slr0072	gene	2868767	2869561	+	glucose inhibited division protein B	Cellular processes	#ffff00
slr0073	gene	2869752	2870699	+	two-component sensor histidine kinase	Regulatory functions	#ffd700
sll0088	gene	2870696	2871418	-	hypothetical protein	hypothetical protein	#9966CC
slr0074	gene	2871674	2873116	+	ABC transporter subunit	Transport and binding proteins	#00ff00
slr0075	gene	2873258	2874028	+	ABC transporter ATP-binding protein	Transport and binding proteins	#00ff00
slr0076	gene	2874164	2875525	+	hypothetical protein	hypothetical protein	#9966CC
slr0077	gene	2875593	2876855	+	cysteine desulfurase	Amino acid biosynthesis	#a52a2a
sll0086	gene	2876845	2878035	-	putative arsenical pump-driving ATPase	Other categories	#000000
sll0085	gene	2878078	2879289	-	unknown protein	unknown	#CC9999
sll0084	gene	2879286	2879771	-	putative phosphatase	Amino acid biosynthesis	#a52a2a
sll0083	gene	2879965	2880549	-	phosphoheptose isomerase	Cell envelope	#fa8072
slr0078	gene	2880766	2881155	+	putative 6-pyruvoyl tetrahydrobiopterin synthase	Other categories	#000000
slr0079	gene	2881378	2883819	+	probable general secretion pathway protein E	Cellular processes	#ffff00
sll0082	gene	2883920	2884276	-	hypothetical protein	hypothetical protein	#9966CC
slr0080	gene	2884357	2884839	+	ribonuclease H	Transcription	#8470ff
slr0081	gene	2885022	2885810	+	two-component response regulator OmpR subfamily	Regulatory functions	#ffd700
slr0082	gene	2886182	2887513	+	hypothetical protein	hypothetical protein	#9966CC
slr0083	gene	2887644	2889122	+	RNA helicase Light	Transcription	#8470ff
sll0080	gene	2889265	2890320	-	N-acetyl-gamma-glutamyl-phosphate reductase	Amino acid biosynthesis	#a52a2a
slr0084	gene	2890566	2891198	+	amidotransferase HisH	Amino acid biosynthesis	#a52a2a
sll0078	gene	2891201	2893012	-	threonyl-tRNA synthetase	Translation	#00bfff
slr0086	gene	2893184	2894779	+	similar to DnaK protein	Cellular processes	#ffff00
slr0088	gene	2894946	2896574	+	beta-carotene ketolase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0089	gene	2896657	2897610	+	gamma-tocopherol methyltransferase	Fatty acid, phospholipid and sterol metabolism	#008b8b
slr0090	gene	2897634	2898653	+	probable 4-hydroxyphenylpyruvate dioxygenase	Energy metabolism	#ff0000
slr0091	gene	2898710	2900080	+	aldehyde dehydrogenase	Energy metabolism	#ff0000
slr0092	gene	2900089	2900862	+	hypothetical protein	hypothetical protein	#9966CC
slr0093	gene	2900980	2901978	+	DnaJ protein, heat shock protein 40, molecular chaperone	Cellular processes	#ffff00
slr0095	gene	2902007	2902669	+	O-methyltransferase	Other categories	#000000
slr0096	gene	2902831	2904501	+	low affinity sulfate transporter	Transport and binding proteins	#00ff00
slr0498	gene	2904618	2905235	+	unknown protein	unknown	#CC9999
ssr0854	gene	2905315	2905488	+	hypothetical protein	hypothetical protein	#9966CC
sll0489	gene	2905482	2906510	-	ATP-binding protein of ABC transporter	Transport and binding proteins	#00ff00
slr0500	gene	2906797	2907429	+	imidazoleglycerol-phosphate dehydratase	Amino acid biosynthesis	#a52a2a
sll0488	gene	2907447	2908058	-	hypothetical protein	hypothetical protein	#9966CC
sll0487	gene	2908175	2909383	-	hypothetical protein	hypothetical protein	#9966CC
sll0486	gene	2909493	2909801	-	circadian clock protein KaiB homolog	Other categories	#000000
sll0485	gene	2909975	2910874	-	two-component response regulator NarL subfamily	Regulatory functions	#ffd700
sll0484	gene	2911122	2911859	-	ATP-binding protein of ABC transporter	Transport and binding proteins	#00ff00
slr0502	gene	2911990	2913048	+	cobalamin synthesis protein cobW homolog	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0503	gene	2913111	2914124	+	hypothetical protein YCF66	hypothetical protein	#9966CC
slr0505	gene	2914134	2914706	+	hypothetical protein	hypothetical protein	#9966CC
slr0506	gene	2914828	2915796	+	light-dependent NADPH-protochlorophyllide oxidoreductase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0482	gene	2915853	2917010	-	unknown protein	unknown	#CC9999
sll0481	gene	2916997	2917464	-	unknown protein	unknown	#CC9999
sll0480	gene	2917536	2918774	-	probable aminotransferase	Other categories	#000000
slr0509	gene	2918957	2919574	+	hypothetical protein	hypothetical protein	#9966CC
slr0510	gene	2919706	2921223	+	hypothetical protein	hypothetical protein	#9966CC
ssr0871	gene	2921446	2921604	+	putative transposase [ISY352e	Putative	#CC99FF
slr0511	gene	2921660	2922439	+	putative transposase [ISY523g	Putative	#CC99FF
sll0479	gene	2922907	2923359	-	unknown protein	unknown	#CC9999
sll0478	gene	2923356	2923799	-	unknown protein	unknown	#CC9999
sll0477	gene	2923803	2924567	-	putative biopolymer transport ExbB-like protein	Transport and binding proteins	#00ff00
slr0513	gene	2924779	2925819	+	iron transport system substrate-binding protein, periplasmic protein	Transport and binding proteins	#00ff00
slr0514	gene	2925992	2926786	+	unknown protein	unknown	#CC9999
slr0516	gene	2926783	2927283	+	hypothetical protein	hypothetical protein	#9966CC
sll0474	gene	2927280	2929700	-	two-component hybrid sensor and regulator	Regulatory functions	#ffd700
sll0473	gene	2929703	2930692	-	unknown protein	unknown	#CC9999
slr0517	gene	2930768	2931382	+	hypothetical protein	hypothetical protein	#9966CC
slr0518	gene	2931476	2932009	+	similar to alpha-L-arabinofuranosidase B	Central intermediary metabolism	#006400
slr0519	gene	2932238	2932513	+	hypothetical protein	hypothetical protein	#9966CC
slr0520	gene	2932510	2933184	+	phosphoribosyl formylglycinamidine synthase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
slr0521	gene	2933159	2934172	+	unknown protein	unknown	#CC9999
slr0522	gene	2934430	2935320	+	unknown protein	unknown	#CC9999
sll0471	gene	2935471	2937525	-	hypothetical protein	hypothetical protein	#9966CC
sll0470	gene	2937748	2938308	-	hypothetical protein	hypothetical protein	#9966CC
sll0469	gene	2938630	2939631	-	ribose-phosphate pyrophosphokinase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
slr0523	gene	2939802	2940515	+	similar to dethiobiotin synthetase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0467	gene	2940566	2941666	-	S-adenosylmethionine	Not curated completely	#9900CC
sll0597	gene	2941756	2942883	-	hypothetical protein	hypothetical protein	#9966CC
sll0596	gene	2943000	2943734	-	hypothetical protein	hypothetical protein	#9966CC
sll0595	gene	2943770	2944201	-	unknown protein	unknown	#CC9999
sll0594	gene	2944272	2944889	-	transcriptional regulator	Regulatory functions	#ffd700
sll0593	gene	2945070	2946137	-	glucokinase	Energy metabolism	#ff0000
slr0615	gene	2946344	2948086	+	ATP-binding protein of ABC transporter	Transport and binding proteins	#00ff00
slr0616	gene	2948563	2949819	+	unknown protein	unknown	#CC9999
ssr1038	gene	2950107	2950343	+	unknown protein	unknown	#CC9999
slr0617	gene	2951099	2952454	+	unknown protein	unknown	#CC9999
sll0590	gene	2952561	2954255	-	unknown protein	unknown	#CC9999
slr0618	gene	2954506	2956089	+	cobyric acid synthase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr0619	gene	2956107	2957153	+	hypothetical protein	hypothetical protein	#9966CC
ssr1041	gene	2957125	2957364	+	hypothetical protein	hypothetical protein	#9966CC
sll0588	gene	2957479	2957940	-	unknown protein	unknown	#CC9999
sll0587	gene	2958036	2959457	-	pyruvate kinase	Energy metabolism	#ff0000
sll0586	gene	2959530	2960756	-	hypothetical protein	hypothetical protein	#9966CC
slr0623	gene	2961120	2961443	+	thioredoxin	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0585	gene	2961619	2962572	-	hypothetical protein	hypothetical protein	#9966CC
sll0584	gene	2962706	2963227	-	hypothetical protein YCF36	hypothetical protein	#9966CC
slr0624	gene	2963397	2964512	+	UDP-N-acetylglucosamine 2-epimerase	Cell envelope	#fa8072
slr0625	gene	2964570	2966033	+	hypothetical protein	hypothetical protein	#9966CC
sll0109	gene	2966154	2966537	-	chorismate mutase	Amino acid biosynthesis	#a52a2a
slr0626	gene	2966735	2967931	+	probable glycosyltransferase	Other categories	#000000
slr0099	gene	2968169	2969188	+	putative transposase [ISY352f(partial copy)	Putative	#CC99FF
sll0108	gene	2969677	2971200	-	ammonium/methylammonium permease	Transport and binding proteins	#00ff00
