id	count	start	end	strand	genes	condition	uef	name
TU3307	1	3140222	3140909	+	sll0045	N	1.15	hypothetical protein
TU3305	1	3140222	3139989	-	sll0047	exp. P.	1.05	hypothetical protein YCF12
TU3306	1	3140222	3140909	+	slr0022	N	1.15	hypothetical protein
TU3307	0	3140868	3140767	-	NA	15C	1.15	NA
TU3306	0	3140868	3140767	-	slr0022	15C	1.15	NA
TU3308	0	3142120	3142318	+	NA	exp. P.	1.59	NA
TU3309	0	3142120	3142318	+	NA	exp. P.	1.59	NA
TU3308	0	3142344	3140928	-	NA	N	1.83	NA
TU3309	0	3142344	3140928	-	NA	N	1.83	NA
TU3310	0	3142989	3144307	+	NA	N	1.76	NA
TU3311	0	3142989	3144307	+	sll0039, sll0040, sll0041, sll0042, sll0043, sll0044	N	1.76	NA
TU3312	0	3148960	3149061	+	NA	15C	1.56	NA
TU3311	0	3148960	3149061	+	sll0039, sll0040, sll0041, sll0042, sll0043, sll0044	15C	1.56	NA
TU3313	0	3152529	3153472	+	NA	exp. P.	3.12	NA
TU3311, TU3314	0	3152529	3153472	+	ncl1590, sll0038, sll0039, sll0040, sll0041, sll0042, sll0043, sll0044	exp. P.	3.12	NA
TU3310, TU3312, TU3313	6	3153365	3143608	-	NA	N	1.68	positive phototaxis protein, two-component respons e regulator CheY subfamily , positive phototaxis protein, homologous to chemota xis protein CheW , phytochrome-like photoreceptor protein for positiv e phototaxis: homologous to methyl-accepting chemotaxis p rotein , methyl-accepting chemotaxis protein for positive p hototaxis , positive phototaxis protein, homologous to chemota xis protein CheA, two-component hybrid histidine kinase , unknown protein
TU3311	6	3153365	3143608	-	sll0039, sll0040, sll0041, sll0042, sll0043, sll0044	N	1.68	positive phototaxis protein, two-component respons e regulator CheY subfamily , positive phototaxis protein, homologous to chemota xis protein CheW , phytochrome-like photoreceptor protein for positiv e phototaxis: homologous to methyl-accepting chemotaxis p rotein , methyl-accepting chemotaxis protein for positive p hototaxis , positive phototaxis protein, homologous to chemota xis protein CheA, two-component hybrid histidine kinase , unknown protein
TU3313	1	3154702	3153366	-	NA	P	1.46	ncRNA, positive phototaxis protein, two-component respons e regulator PatA subfamily
TU3314	1	3154702	3153366	-	ncl1590, sll0038	P	1.46	ncRNA, positive phototaxis protein, two-component respons e regulator PatA subfamily
NA	0	3154797	3154703	-	NA	Dark	1.96	NA
TU3315	0	3154797	3154703	-	ncl1590	Dark	1.96	NA
NA	1	3154879	3156459	+	NA	N	2.63	hypothetical protein
TU3316	1	3154879	3156459	+	slr0031	N	2.63	hypothetical protein
NA	1	3156523	3157725	+	NA	HL	1.27	branched-chain amino acid aminotransferase
TU3317	1	3156523	3157725	+	slr0032	HL	1.27	branched-chain amino acid aminotransferase
TU3319, TU3320	1	3157726	3158648	+	sll0037	stat. P.	2.35	glutamyl-tRNA(Gln) amidotransferase subunit C
TU3318	1	3157726	3158648	+	slr0033	stat. P.	2.35	glutamyl-tRNA(Gln) amidotransferase subunit C
TU3319	0	3158076	3157859	-	NA	stat. P.	2.87	NA
TU3318	0	3158076	3157859	-	slr0033	stat. P.	2.87	NA
TU3320	1	3159284	3158077	-	sll0037	15C	2.56	hypothetical protein
TU3318	1	3159284	3158077	-	slr0033	15C	2.56	hypothetical protein
NA	0	3159499	3159285	-	NA	N	1.56	hypothetical protein 
TU3321	0	3159499	3159285	-	sll0036	N	1.56	hypothetical protein 
NA	1	3160709	3160057	-	NA	N	2	methylglyoxal synthase
TU3322	1	3160709	3160057	-	sll0036	N	2	methylglyoxal synthase
TU3323	0	3160963	3160764	-	NA	15C	3.82	NA
NA	0	3160963	3160764	-	slr0036	15C	3.82	NA
TU3325	0	3162115	3162355	+	NA	HL	1.41	NA
TU3324	0	3162115	3162355	+	sll0034	HL	1.41	NA
TU3324	1	3162705	3161782	-	sll0034	15C	1.36	putative carboxypeptidase
TU3325	1	3162705	3161782	-	slr0036	15C	1.36	putative carboxypeptidase
NA	1	3164296	3162833	-	NA	15C	1.27	carotene isomerase
TU3326	1	3164296	3162833	-	sll0033	15C	1.27	carotene isomerase
TU3327	0	3164393	3164323	-	isaR1	Fe	23.44	potentially regulatory sRNA
NA	0	3164393	3164323	-	NA	Fe	23.44	potentially regulatory sRNA
NA	0	3165096	3164749	-	NA	15C	3.17	hypothetical protein 
TU3328	0	3165096	3164749	-	sll0031	15C	3.17	hypothetical protein 
TU3330	2	3165627	3167888	+	ncr1570, slr0038, slr0039	exp. P.	2.27	ncRNA, hypothetical protein , hypothetical protein
TU3329, TU3331	2	3165627	3167888	+	sll0030, sll0031	exp. P.	2.27	ncRNA, hypothetical protein , hypothetical protein
TU3330	1	3165655	3165490	-	ncr1570, slr0038, slr0039	HL	1.05	hypothetical protein
TU3329	1	3165655	3165490	-	sll0031	HL	1.05	hypothetical protein
TU3331, TU3333, TU3334, TU3335, TU3336	5	3168888	3176441	+	sll0030	HL	2.91	bicarbonate transport system substrate-binding pro tein , bicarbonate transport system permease protein , probable porin: major outer membrane protein , bicarbonate transport system ATP-binding protein , bicarbonate transport system ATP-binding protein
TU3332	5	3168888	3176441	+	slr0040, slr0041, slr0042, slr0043, slr0044	HL	2.91	bicarbonate transport system substrate-binding pro tein , bicarbonate transport system permease protein , probable porin: major outer membrane protein , bicarbonate transport system ATP-binding protein , bicarbonate transport system ATP-binding protein
TU3330, TU3332	1	3169630	3167360	-	ncr1570, slr0038, slr0039, slr0040, slr0041, slr0042, slr0043, slr0044	N	1.27	protein CmpR
TU3331	1	3169630	3167360	-	sll0030	N	1.27	protein CmpR
TU3333	0	3171529	3171432	-	NA	P	1.09	NA
TU3332	0	3171529	3171432	-	slr0040, slr0041, slr0042, slr0043, slr0044	P	1.09	NA
TU3334	0	3172159	3171854	-	NA	exp. P.	4.47	NA
TU3332	0	3172159	3171854	-	slr0040, slr0041, slr0042, slr0043, slr0044	exp. P.	4.47	NA
TU3335	0	3173303	3173171	-	NA	P	1.13	NA
TU3332	0	3173303	3173171	-	slr0040, slr0041, slr0042, slr0043, slr0044	P	1.13	NA
TU3337	0	3176442	3177543	+	NA	exp. P.	1.18	NA
TU3336	0	3176442	3177543	+	sll0027	exp. P.	1.18	NA
TU3336	0	3177484	3176010	-	NA	15C	2.67	NA
TU3332, TU3337	0	3177484	3176010	-	slr0040, slr0041, slr0042, slr0043, slr0044	15C	2.67	NA
TU3339	0	3179716	3179815	+	NA	N	2.41	NA
TU3338	0	3179716	3179815	+	sll0026, sll0027	N	2.41	NA
TU3339	2	3180192	3177552	-	NA	15C	2.1	NADH dehydrogenase subunit 5 (involved in constitu tive, low affinity CO2 uptake) , NADH dehydrogenase subunit 4 (involved in constitu tive, low affinity CO2 uptake)
TU3338	2	3180192	3177552	-	sll0026, sll0027	15C	2.1	NADH dehydrogenase subunit 5 (involved in constitu tive, low affinity CO2 uptake) , NADH dehydrogenase subunit 4 (involved in constitu tive, low affinity CO2 uptake)
TU3341	0	3181210	3181688	+	NA	15C	1.93	NA
TU3340, TU3342, TU3343	0	3181210	3181688	+	sll0517, sll0518	15C	1.93	NA
TU3340	0	3181459	3180193	-	NA	15C	1.69	NA
TU3341	0	3181459	3180193	-	NA	15C	1.69	NA
TU3341	1	3181608	3181507	-	NA	stat. P.	20.21	unknown protein
TU3342	1	3181608	3181507	-	sll0518	stat. P.	20.21	unknown protein
TU3344	0	3182107	3182208	+	NA	15C	1.4	NA
TU3343, TU3345	0	3182107	3182208	+	ncl1610, sll0517	15C	1.4	NA
TU3341, TU3344	1	3182134	3181609	-	NA	15C	3.78	RNA binding protein
TU3343	1	3182134	3181609	-	sll0517	15C	3.78	RNA binding protein
TU3347	3	3182251	3184607	+	NA	15C	1.72	MgProtoporphyrin IX methyl transferase , 3-methyl-2-oxobutanoate hydroxymethyltransferase , transcription regulator ExsB homolog
TU3346	3	3182251	3184607	+	slr0525, slr0526, slr0527	15C	1.72	MgProtoporphyrin IX methyl transferase , 3-methyl-2-oxobutanoate hydroxymethyltransferase , transcription regulator ExsB homolog
TU3344	0	3182260	3182135	-	NA	15C	3.04	NA
TU3345	0	3182260	3182135	-	ncl1610	15C	3.04	NA
TU3347	0	3182351	3182261	-	NA	N	1.12	NA
TU3346	0	3182351	3182261	-	slr0525, slr0526, slr0527	N	1.12	NA
TU3349	1	3184700	3186354	+	NA	15C	1.26	UDPN-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
TU3348	1	3184700	3186354	+	slr0528	15C	1.26	UDPN-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
TU3349	0	3186355	3186454	+	NA	N	2.2	NA
TU3350	0	3186355	3186454	+	NA	N	2.2	NA
TU3349	0	3186459	3186187	-	NA	Fe	1.24	NA
TU3348, TU3350	0	3186459	3186187	-	slr0528	Fe	1.24	NA
NA	2	3188256	3187293	-	NA	N	1.05	hypothetical protein , hypothetical protein
TU3351	2	3188256	3187293	-	sml0013, sll0514	N	1.05	hypothetical protein , hypothetical protein
TU3352	0	3189259	3189158	-	NA	N	1.16	NA
NA	0	3189259	3189158	-	slr0529	N	1.16	NA
TU3353	0	3191651	3190964	-	NA	N	1.11	NA
NA	0	3191651	3190964	-	slr0531	N	1.11	NA
TU3354, TU3356	1	3192048	3192747	+	sll0513	42C	1.16	sensory transduction histidine kinase
TU3355	1	3192048	3192747	+	slr0533	42C	1.16	sensory transduction histidine kinase
TU3354	1	3192520	3191652	-	sll0513	exp. P.	1.41	hypothetical protein
TU3355	1	3192520	3191652	-	slr0533	exp. P.	1.41	hypothetical protein
TU3356	0	3192656	3192521	-	NA	15C	1.1	NA
TU3355	0	3192656	3192521	-	slr0533	15C	1.1	NA
NA	0	3192835	3192936	+	NA	15C	1.03	two-component sensor histidine kinase 
TU3357	0	3192835	3192936	+	slr0533	15C	1.03	two-component sensor histidine kinase 
TU3359	0	3194003	3194636	+	NA	15C	1.91	NA
TU3360	0	3194003	3194636	+	NA	15C	1.91	NA
NA	0	3194013	3193912	-	NA	N	1.26	NA
TU3358	0	3194013	3193912	-	NA	N	1.26	NA
TU3359	0	3194315	3194138	-	NA	N	1.27	NA
TU3360	0	3194315	3194138	-	NA	N	1.27	NA
TU3361	0	3194785	3194686	-	NA	N	1.89	NA
NA	0	3194785	3194686	-	slr0534	N	1.89	NA
TU3362	0	3196317	3196157	-	NA	exp. P.	2.95	NA
NA	0	3196317	3196157	-	slr0534	exp. P.	2.95	NA
TU3364, TU3365, TU3366, TU3367, TU3368	2	3196691	3199925	+	NA	N	1.42	protease , uroporphyrinogen decarboxylase
TU3363	2	3196691	3199925	+	slr0535, slr0536	N	1.42	protease , uroporphyrinogen decarboxylase
TU3364	0	3197397	3197296	-	NA	15C	2.79	NA
TU3363	0	3197397	3197296	-	slr0535, slr0536	15C	2.79	NA
TU3365	0	3198405	3198042	-	NA	P	1.19	NA
TU3363	0	3198405	3198042	-	slr0535, slr0536	P	1.19	NA
TU3366	0	3198827	3198607	-	NA	P	1.25	NA
TU3363	0	3198827	3198607	-	slr0535, slr0536	P	1.25	NA
TU3367	0	3198961	3198828	-	NA	exp. P.	1.08	NA
TU3363	0	3198961	3198828	-	slr0535, slr0536	exp. P.	1.08	NA
TU3368	0	3199214	3199075	-	NA	Fe	1.03	NA
TU3363	0	3199214	3199075	-	slr0535, slr0536	Fe	1.03	NA
TU3369	0	3200119	3200220	+	NA	P	1.44	NA
NA	0	3200119	3200220	+	sll0509	P	1.44	NA
NA	1	3200901	3200800	-	NA	15C	1.17	AP-4-A phosphorylase II
TU3370	1	3200901	3200800	-	sll0509	15C	1.17	AP-4-A phosphorylase II
TU3372, TU3373, TU3374	1	3201660	3203027	+	sll0507	exp. P.	1.54	putative sugar kinase
TU3371	1	3201660	3203027	+	slr0537	exp. P.	1.54	putative sugar kinase
TU3372	0	3202620	3202317	-	NA	N	4.25	NA
TU3371	0	3202620	3202317	-	slr0537	N	4.25	NA
TU3373	0	3202676	3202621	-	NA	15C	4.41	NA
TU3371	0	3202676	3202621	-	slr0537	15C	4.41	NA
TU3374	1	3203881	3202677	-	sll0507	P	1.65	magnesium and cobalt transport protein
TU3371	1	3203881	3202677	-	slr0537	P	1.65	magnesium and cobalt transport protein
TU3376	0	3203943	3204017	+	NA	P	11.73	NA
TU3375, TU3377	0	3203943	3204017	+	sll0505, sll0506	P	11.73	NA
TU3375	0	3203991	3203882	-	NA	15C	2.3	NA
TU3376	0	3203991	3203882	-	NA	15C	2.3	NA
TU3376	2	3205691	3203992	-	NA	stat. P.	1.87	hypothetical protein , undecaprenyl pyrophosphate synthetase
TU3377	2	3205691	3203992	-	sll0505, sll0506	stat. P.	1.87	hypothetical protein , undecaprenyl pyrophosphate synthetase
TU3379	0	3207139	3207276	+	NA	exp. P.	1.24	NA
TU3378	0	3207139	3207276	+	ncl1620, sll0504	exp. P.	1.24	NA
TU3379	1	3207209	3205692	-	NA	HL	1.1	ncRNA, diaminopimelate decarboxylase
TU3378	1	3207209	3205692	-	ncl1620, sll0504	HL	1.1	ncRNA, diaminopimelate decarboxylase
TU3380	0	3207277	3207536	+	NA	N	2.01	NA
TU3381	0	3207277	3207536	+	sll0502, sll0503	N	2.01	NA
TU3380	2	3210538	3207503	-	NA	15C	1.43	arginyl-tRNA-synthetase , hypothetical protein
TU3381	2	3210538	3207503	-	sll0502, sll0503	15C	1.43	arginyl-tRNA-synthetase , hypothetical protein
NA	0	3211251	3210908	-	NA	Fe	1	probable glycosyltransferase 
TU3382	0	3211251	3210908	-	sll0501	Fe	1	probable glycosyltransferase 
TU3384	1	3211686	3211885	+	NA	N	3.13	probable amidotransferase
TU3383	1	3211686	3211885	+	slr0541	N	3.13	probable amidotransferase
TU3384	0	3211790	3211691	-	NA	exp. P.	1.57	NA
TU3383	0	3211790	3211691	-	slr0541	exp. P.	1.57	NA
TU3386	2	3212568	3214825	+	sll0499	N	1.01	ATP-dependent protease ClpP , tryptophan synthase beta subunit
TU3385	2	3212568	3214825	+	slr0542, slr0543	N	1.01	ATP-dependent protease ClpP , tryptophan synthase beta subunit
TU3386	0	3213019	3212825	-	NA	N	1.34	NA
TU3385	0	3213019	3212825	-	slr0542, slr0543	N	1.34	NA
NA	0	3217769	3217480	-	NA	15C	1.37	NA
TU3387	0	3217769	3217480	-	NA	15C	1.37	NA
TU3389	1	3217810	3218837	+	sll0498	15C	1	ABC transporter
TU3388	1	3217810	3218837	+	slr0544	15C	1	ABC transporter
TU3389	1	3219205	3218368	-	sll0498	N	1.06	hypothetical protein
TU3388	1	3219205	3218368	-	slr0544	N	1.06	hypothetical protein
TU3390	0	3219642	3219741	+	NA	15C	1.58	NA
NA	0	3219642	3219741	+	sll0497	15C	1.58	NA
NA	1	3220034	3219734	-	NA	exp. P.	1.31	hypothetical protein
TU3391	1	3220034	3219734	-	sll0497	exp. P.	1.31	hypothetical protein
NA	1	3220111	3220251	+	NA	N	1.04	auxin-induced protein
TU3392	1	3220111	3220251	+	slr0545	N	1.04	auxin-induced protein
TU3393	1	3223927	3221067	-	sll0496	15C	3.62	hypothetical protein
NA	1	3223927	3221067	-	slr0545	15C	3.62	hypothetical protein
TU3394	2	3224046	3224936	+	6803t37, 6803t38	15C	1.5	tRNA-OTHER, tRNA-OTHER
TU3395	2	3224046	3224936	+	sll0494	15C	1.5	tRNA-OTHER, tRNA-OTHER
TU3394	0	3224418	3224319	-	6803t37, 6803t38	exp. P.	1.1	NA
TU3395	0	3224418	3224319	-	NA	exp. P.	1.1	NA
TU3397	0	3226534	3226635	+	NA	exp. P.	1.07	NA
TU3396	0	3226534	3226635	+	sll0902, sll0493, sll0494	exp. P.	1.07	NA
TU3397	3	3227319	3225298	-	NA	N	1.09	ornithine carbamoyltransferase , hypothetical protein , unknown protein
TU3396	3	3227319	3225298	-	sll0902, sll0493, sll0494	N	1.09	ornithine carbamoyltransferase , hypothetical protein , unknown protein
TU3398	0	3227346	3227445	+	NA	Fe	1.06	NA
NA	0	3227346	3227445	+	sll0901	Fe	1.06	NA
TU3401	3	3227959	3229656	+	NA	Fe	1.02	single-stranded DNA-binding protein , hypothetical protein , 4-hydroxybenzoate-octaprenyl transferase
TU3400	3	3227959	3229656	+	slr0925, ssr1552, slr0926	Fe	1.02	single-stranded DNA-binding protein , hypothetical protein , 4-hydroxybenzoate-octaprenyl transferase
NA	1	3227962	3227526	-	NA	15C	1.19	phosphoribosylaminoimidazole carboxylase catalytic subunit
TU3399	1	3227962	3227526	-	sll0901	15C	1.19	phosphoribosylaminoimidazole carboxylase catalytic subunit
TU3401	0	3228705	3228606	-	NA	0	1.27	NA
TU3400	0	3228705	3228606	-	slr0925, ssr1552, slr0926	0	1.27	NA
NA	1	3229657	3230926	+	NA	HL	1.11	ncRNA, photosystem II reaction center D2 protein
TU3402	1	3229657	3230926	+	ncr1580, slr0927	HL	1.11	ncRNA, photosystem II reaction center D2 protein
TU3404, TU3405	3	3230927	3233268	+	sll0899, sll0900	N	1.02	chromosome partitioning protein, ParA family , hypothetical protein , hypothetical protein
TU3403	3	3230927	3233268	+	slr0929, slr0930, ssr1558	N	1.02	chromosome partitioning protein, ParA family , hypothetical protein , hypothetical protein
TU3404	0	3232711	3232610	-	NA	exp. P.	2.38	NA
TU3403	0	3232711	3232610	-	slr0929, slr0930, ssr1558	exp. P.	2.38	NA
TU3405	2	3235209	3232948	-	sll0899, sll0900	15C	2.37	UDPN-acetylglucosamine pyrophosphorylase , ATP phosphoribosyltransferase
TU3403	2	3235209	3232948	-	slr0929, slr0930, ssr1558	15C	2.37	UDPN-acetylglucosamine pyrophosphorylase , ATP phosphoribosyltransferase
NA	0	3235351	3235210	-	NA	HL	1.08	NA
TU3406	0	3235351	3235210	-	NA	HL	1.08	NA
TU3407, TU3409	1	3235409	3236327	+	sll0897, ssl1707, sll0898	0	1.8	hypothetical protein
TU3408	1	3235409	3236327	+	ssr1562	#REF!	1.8	hypothetical protein
TU3407	0	3235443	3235352	-	NA	N	1.13	NA
TU3408	0	3235443	3235352	-	ssr1562	N	1.13	NA
TU3409	3	3238302	3235544	-	sll0897, ssl1707, sll0898	42C	1.21	DnaJ protein, heat shock protein 40, molecular cha perone , hypothetical protein , hypothetical protein
TU3408	3	3238302	3235544	-	ssr1562	42C	1.21	DnaJ protein, heat shock protein 40, molecular cha perone , hypothetical protein , hypothetical protein
NA	2	3240097	3238594	-	NA	N	1.16	ncRNA, CysQ protein homolog , Holliday juction resolvase RuvC
TU3410	2	3240097	3238594	-	ncl1630, sll0895, sll0896	N	1.16	ncRNA, CysQ protein homolog , Holliday juction resolvase RuvC
NA	1	3240120	3241122	+	sll0537	N	2.48	indole-3-glycerol phosphate synthase
TU3411	1	3240120	3241122	+	slr0546	N	2.48	indole-3-glycerol phosphate synthase
NA	2	3243838	3242293	-	NA	N	1.55	probable potassium channel protein , ammonium/methylammonium permease
TU3412	2	3243838	3242293	-	sll0536, sll0537	N	1.55	probable potassium channel protein , ammonium/methylammonium permease
NA	0	3243964	3243839	-	NA	exp. P.	2.12	NA
TU3413	0	3243964	3243839	-	ncl1640	exp. P.	2.12	NA
TU3415	0	3245968	3246209	+	NA	Fe	2.48	NA
TU3414	0	3245968	3246209	+	ncl1650, sll0534, sll0535	Fe	2.48	NA
TU3415	2	3246232	3243965	-	NA	N	1.24	ncRNA, ATP-dependent Clp protease proteolytic subunit 2 , ATP-dependent Clp protease ATPase subunit
TU3414	2	3246232	3243965	-	ncl1650, sll0534, sll0535	N	1.24	ncRNA, ATP-dependent Clp protease proteolytic subunit 2 , ATP-dependent Clp protease ATPase subunit
TU3417	2	3247937	3250529	+	ncr1590, slr0549, slr0550	Fe	1.03	ncRNA, aspartate beta-semialdehyde dehydrogenese , dihydrodipicolinate synthase
TU3416, TU3418	2	3247937	3250529	+	sll0532, sll0533	Fe	1.03	ncRNA, aspartate beta-semialdehyde dehydrogenese , dihydrodipicolinate synthase
TU3417	1	3248009	3246233	-	ncr1590, slr0549, slr0550	P	1.06	trigger factor
TU3416	1	3248009	3246233	-	sll0533	P	1.06	trigger factor
TU3418	0	3249720	3249620	-	NA	15C	2.17	NA
TU3417	0	3249720	3249620	-	ncr1590, slr0549, slr0550	15C	2.17	NA
NA	3	3250530	3254516	+	NA	15C	1.03	ncRNA, hypothetical protein , hypothetical protein , hypothetical protein
TU3419	3	3250530	3254516	+	ncr1600, slr0551, slr0552, slr0553	15C	1.03	ncRNA, hypothetical protein , hypothetical protein , hypothetical protein
NA	1	3254517	3255016	+	NA	P	1.02	hypothetical protein
TU3420	1	3254517	3255016	+	slr0554	P	1.02	hypothetical protein
TU3421	1	3259922	3257147	-	sll0529	HL	1.53	hypothetical protein
NA	1	3259922	3257147	-	slr0554	HL	1.53	hypothetical protein
NA	1	3261276	3259974	-	NA	15C	1.85	peptidase M50
TU3422	1	3261276	3259974	-	sll0528	15C	1.85	peptidase M50
TU3423, TU3425, TU3426, TU3427	1	3261377	3262267	+	sll0525	15C	1.36	hypothetical protein
TU3424	1	3261377	3262267	+	slr0556	15C	1.36	hypothetical protein
TU3423	0	3261447	3261277	-	NA	P	1.03	NA
TU3424	0	3261447	3261277	-	slr0556	P	1.03	NA
TU3425	0	3261597	3261487	-	NA	exp. P.	1.39	NA
TU3424	0	3261597	3261487	-	slr0556	exp. P.	1.39	NA
TU3426	0	3261854	3261598	-	NA	42C	1.49	NA
TU3424	0	3261854	3261598	-	slr0556	42C	1.49	NA
TU3428	0	3262384	3262505	+	NA	N	4.18	NA
TU3427, TU3429	0	3262384	3262505	+	sll0524, ssl1004, sll0525	N	4.18	NA
TU3427	1	3262465	3261855	-	sll0525	exp. P.	2.2	hypothetical protein
TU3424, TU3428	1	3262465	3261855	-	slr0556	exp. P.	2.2	hypothetical protein
TU3430	0	3262984	3263534	+	NA	15C	1.17	NA
TU3429	0	3262984	3263534	+	sll0524, ssl1004	15C	1.17	NA
TU3428, TU3430	2	3264154	3262466	-	NA	N	1.09	hypothetical protein , hypothetical protein
TU3429	2	3264154	3262466	-	sll0524, ssl1004	N	1.09	hypothetical protein , hypothetical protein
TU3432, TU3433, TU3434	1	3264266	3267215	+	sll0519, sll0520, sll0521, sll0522	15C	1.06	valyl-tRNA synthetase
TU3431	1	3264266	3267215	+	slr0557	15C	1.06	valyl-tRNA synthetase
TU3432	0	3264985	3264680	-	NA	N	1.16	NA
TU3431	0	3264985	3264680	-	slr0557	N	1.16	NA
TU3433	0	3265750	3265393	-	NA	Fe	1.08	NA
TU3431	0	3265750	3265393	-	slr0557	Fe	1.08	NA
TU3435	0	3267239	3267351	+	NA	N	1.15	NA
TU3434	0	3267239	3267351	+	sll0519, sll0520, sll0521, sll0522	N	1.15	NA
TU3436	0	3267667	3268077	+	NA	P	1.48	NA
TU3434	0	3267667	3268077	+	sll0519, sll0520, sll0521, sll0522	P	1.48	NA
TU3434	4	3270276	3266594	-	sll0519, sll0520, sll0521, sll0522	HL	1.55	NADH dehydrogenase subunit 1 , NADH dehydrogenase subunit NdhI , NADH dehydrogenase subunit 6 , NADH dehydrogenase subunit 4L
TU3431, TU3435, TU3436	4	3270276	3266594	-	slr0557	HL	1.55	NADH dehydrogenase subunit 1 , NADH dehydrogenase subunit NdhI , NADH dehydrogenase subunit 6 , NADH dehydrogenase subunit 4L
NA	1	3270322	3271313	+	NA	N	1.24	dihydroorotate dehydrogenase 2
TU3437	1	3270322	3271313	+	slr1418	N	1.24	dihydroorotate dehydrogenase 2
NA	2	3271583	3272335	+	NA	N	1.18	hypothetical protein , probable sugar kinase
TU3438	2	3271583	3272335	+	slr1419, slr1420	N	1.18	hypothetical protein , probable sugar kinase
TU3440	2	3273485	3274611	+	sll1344	N	1.78	hypothetical protein , unknown protein , ncRNA
TU3439	2	3273485	3274611	+	ssr2377, slr1421, ncr1610	N	1.78	hypothetical protein , unknown protein , ncRNA
TU3441	0	3274957	3275116	+	NA	exp. P.	2.11	NA
TU3440	0	3274957	3275116	+	sll1344	exp. P.	2.11	NA
TU3440	1	3275304	3273925	-	sll1344	15C	1.13	unknown protein
TU3439, TU3441	1	3275304	3273925	-	ssr2377, slr1421, ncr1610	15C	1.13	unknown protein
NA	1	3277957	3275305	-	NA	Fe	1.03	aminopeptidase
TU3442	1	3277957	3275305	-	sll1343	Fe	1.03	aminopeptidase
TU3444	0	3278638	3278799	+	NA	exp. P.	1.46	NA
TU3443	0	3278638	3278799	+	sll1342	exp. P.	1.46	NA
TU3445	0	3279136	3279279	+	NA	15C	2.88	NA
TU3443	0	3279136	3279279	+	sll1342	15C	2.88	NA
TU3444, TU3445	1	3279185	3278019	-	NA	exp. P.	1.1	glyceraldehyde-3Phosphate dehydrogenase
TU3443	1	3279185	3278019	-	sll1342	exp. P.	1.1	glyceraldehyde-3Phosphate dehydrogenase
NA	0	3279280	3279335	+	NA	P	1.23	NA
TU3446	0	3279280	3279335	+	NA	P	1.23	NA
NA	0	3279336	3279387	+	NA	exp. P.	1.34	NA
TU3447	0	3279336	3279387	+	NA	exp. P.	1.34	NA
TU3449, TU3450	3	3279388	3282553	+	sll1341	N	3.16	UDPN-acetylmuramate-alanine ligase , UDPN-acetylenolpyruvoylglucosamine reductase , hypothetical protein
TU3448	3	3279388	3282553	+	slr1423, slr1424, slr1425	N	3.16	UDPN-acetylmuramate-alanine ligase , UDPN-acetylenolpyruvoylglucosamine reductase , hypothetical protein
TU3449	0	3280223	3280124	-	NA	HL	1.02	NA
TU3448	0	3280223	3280124	-	slr1423, slr1424, slr1425	HL	1.02	NA
TU3451	0	3282554	3282655	+	NA	N	1.45	NA
TU3450	0	3282554	3282655	+	sll1341	N	1.45	NA
TU3452	0	3282846	3282946	+	NA	42C	1.23	NA
TU3450	0	3282846	3282946	+	sll1341	42C	1.23	NA
TU3450	1	3282986	3281706	-	sll1341	15C	1.08	bacterioferritin
TU3448, TU3451, TU3452	1	3282986	3281706	-	slr1423, slr1424, slr1425	15C	1.08	bacterioferritin
TU3453, TU3455	1	3283392	3284175	+	sll1338, sll1340	N	1.21	recombination protein RecR
TU3454	1	3283392	3284175	+	slr1426	N	1.21	recombination protein RecR
TU3453	1	3283445	3282987	-	sll1340	N	1.6	hypothetical protein
TU3454	1	3283445	3282987	-	slr1426	N	1.6	hypothetical protein
TU3456	0	3284756	3284929	+	NA	15C	1.4	NA
TU3455, TU3457	0	3284756	3284929	+	sll1336, sll1338	15C	1.4	NA
TU3455	1	3284909	3283478	-	sll1338	P	1.18	unknown protein
TU3454, TU3456	1	3284909	3283478	-	slr1426	P	1.18	unknown protein
TU3458	0	3284930	3285364	+	ncr1620	HL	1.1	NA
TU3457	0	3284930	3285364	+	sll1336	HL	1.1	NA
TU3459	0	3287216	3287330	+	NA	P	1.13	NA
TU3457	0	3287216	3287330	+	sll1336	P	1.13	NA
TU3456, TU3458, TU3459	1	3287268	3284910	-	ncr1620	HL	1.29	hypothetical protein
TU3457	1	3287268	3284910	-	sll1336	HL	1.29	hypothetical protein
TU3461	1	3287331	3289179	+	NA	HL	1.03	hypothetical protein
TU3460	1	3287331	3289179	+	slr1428	HL	1.03	hypothetical protein
TU3461	0	3289271	3289370	+	NA	exp. P.	1.4	NA
TU3462	0	3289271	3289370	+	NA	exp. P.	1.4	NA
TU3461	0	3289813	3289914	+	NA	15C	1.3	NA
TU3463	0	3289813	3289914	+	NA	15C	1.3	NA
TU3461	0	3290570	3288937	-	NA	P	1.07	NA
TU3460, TU3462, TU3463	0	3290570	3288937	-	slr1428	P	1.07	NA
TU3464	1	3290574	3291647	+	ncr1630, slr1429	15C	2.1	ncRNA, hypothetical protein
NA	1	3290574	3291647	+	sll1334	15C	2.1	ncRNA, hypothetical protein
TU3465	1	3292117	3291633	-	6803t39	Fe	1.29	NA
NA	1	3292117	3291633	-	slr1429	Fe	1.29	NA
